Name,StarNameFString,CatalogFString,RightAscenstion,Declination,OptionalVisualMagnitude,Parallax,ProperMotionInDeclination,ProperMotionInRightAscension,RadialVelocity
HR 8997,78    Peg,BSC,355.9979,29.3617, 4.93,0.018,-0.037,0.071,-7
HR 7192,15Lam Lyr,BSC,285.0038,32.1456, 4.93,-0.003,0.013,0.013,-16
HR 1343,54    Per,BSC,65.1025,34.5667, 4.93,,-0.005,-0.025,-27
HR 882,24    Per,BSC,44.7654,35.1831, 4.93,,0.006,-0.046,-36
HR 7708,28    Cyg,BSC,302.3567,36.8397, 4.93,,0.014,0.005,-14
HR 4931,78    UMa,BSC,195.1825,56.3664, 4.93,0.034,-0.009,0.114,-10
HR 4499,,BSC,175.2233,-62.09, 4.94,0.025,0.008,-0.02,14
HR 6024,Kap Nor,BSC,243.3696,-54.6306, 4.94,0.022,-0.024,-0.002,-14
HR 7673,Xi  Tel,BSC,301.8467,-52.8808, 4.94,0.014,0.008,-0.014,36
HR 2934,,BSC,113.9154,-52.5339, 4.94,0.012,-0.016,0.024,62
HR 6155,Mu  Nor,BSC,248.5208,-44.0453, 4.94,,-0.004,0.005,9
HR 3682,,BSC,138.9029,-38.57, 4.94,0.027,-0.013,-0.068,2
HR 4314,Chi1Hya,BSC,166.3329,-27.2936, 4.94,0.043,-0.004,-0.188,17
HR 5497,54    Hya,BSC,221.5004,-25.4431, 4.94,0.049,-0.104,-0.15,-13
HR 3862,,BSC,145.56,-23.9156, 4.94,0.08,0.26,-0.395,34
HR 3923,,BSC,148.7175,-19.0094, 4.94,0.011,-0.037,-0.047,50
HR 2959,,BSC,115.0967,-15.2636, 4.94,0.005,-0.022,-0.01,0
HR 9103,3    Cet,BSC,1.1254,-10.5094, 4.94,0.016,-0.011,-0.005,-42
HR 5723,31Eps Lib,BSC,231.0496,-10.3222, 4.94,0.035,-0.154,-0.067,-10
HR 6031,15Psi Sco,BSC,243,-10.0642, 4.94,0.02,-0.014,-0.001,-6
HR 5535,11    Lib,BSC,222.7542,-2.2992, 4.94,0.016,-0.123,0.084,83
HR 8911,8Kap Psc,BSC,351.7333,1.2556, 4.94,0.04,-0.097,0.089,-3
HR 5105,78    Vir,BSC,203.5329,3.6589, 4.94,0.021,-0.024,0.044,-12
HR 5475,29Pi 1Boo,BSC,220.1817,16.4183, 4.94,0.002,0.015,0.015,-1
HR 1329,50Ome2Tau,BSC,64.315,20.5786, 4.94,,-0.058,-0.044,16
HR 1739,109    Tau,BSC,79.8192,22.0964, 4.94,0.01,-0.083,0.012,19
HR 4883,31    Com,BSC,192.9246,27.5406, 4.94,0.011,-0.008,-0.012,-1
HR 3149,Chi Gem,BSC,120.8796,27.7942, 4.94,0.016,-0.042,-0.026,-11
HR 642,6    Tri,BSC,33.0929,30.3031, 4.94,0.004,-0.063,-0.064,-18
HR 1592,4Ome Aur,BSC,74.8142,37.8903, 4.94,0.005,-0.101,0.04,5
HR 7613,22    Cyg,BSC,298.9654,38.4867, 4.94,,0.002,0,-30
HR 477,53Tau And,BSC,25.145,40.5769, 4.94,,-0.025,0.013,-14
HR 8699,15    Lac,BSC,343.0083,43.3125, 4.94,0.021,0.029,0.11,-17
HR 184,20Pi  Cas,BSC,10.8671,47.0247, 4.94,0.023,-0.034,-0.02,13
HR 4795,6    Dra,BSC,188.6833,70.0219, 4.94,,0,-0.032,5
HR 2608,,BSC,104.0667,-48.7211, 4.95,-0.003,0.01,0.006,22
HR 4958,45Psi Hya,BSC,197.2637,-23.1181, 4.95,0.012,-0.036,-0.024,-19
HR 2128,3    Mon,BSC,90.46,-10.5981, 4.95,0.003,0,-0.007,39
HR 7446,39Kap Aql,BSC,294.2229,-7.0275, 4.95,,-0.004,0.003,-19
HR 1952,,BSC,85.2108,-1.1289, 4.95,,-0.006,-0.012,26
HR 1789,25Psi1Ori,BSC,81.1867,1.8464, 4.95,,0.001,0.001,19
HR 4418,84Tau Leo,BSC,171.9842,2.8561, 4.95,0.034,-0.012,0.018,-9
HR 7724,67Rho Aql,BSC,303.5692,15.1975, 4.95,0.023,0.057,0.057,-23
HR 2198,69    Ori,BSC,93.0137,16.1306, 4.95,,-0.014,0.009,22
HR 6868,106    Her,BSC,275.0746,21.9614, 4.95,0.016,-0.056,0.017,-33
HR 7565,12    Vul,BSC,297.7671,22.61, 4.95,,-0.017,0.028,-31
HR 4667,7    Com,BSC,184.0854,23.9453, 4.95,0.006,-0.007,-0.027,-28
HR 4733,14    Com,BSC,186.6004,27.2683, 4.95,0.014,-0.008,-0.013,-4
HR 1348,52Phi Tau,BSC,65.0888,27.3508, 4.95,,-0.08,-0.025,3
HR 483,,BSC,25.4467,42.6136, 4.95,0.081,-0.154,0.809,4
HR 1002,32    Per,BSC,50.3604,43.3294, 4.95,0.026,-0.006,-0.063,-7
HR 9003,20Psi And,BSC,356.5088,46.4203, 4.95,0.001,-0.005,0.011,-25
HR 7844,45Ome1Cyg,BSC,307.5146,48.9517, 4.95,,0.008,0.013,-22
HR 8726,,BSC,344.1083,49.7336, 4.95,-0.001,-0.002,0.003,-10
HR 5960,,BSC,239.4475,54.7497, 4.95,0.022,0.11,-0.15,-11
HR 4765,4    Dra,BSC,187.5279,69.2011, 4.95,0.016,-0.052,-0.059,-13
HR 6116,21Eta UMi,BSC,244.3763,75.7553, 4.95,0.043,0.252,-0.085,-10
HR 6934,Del1Tel,BSC,277.9392,-45.915, 4.96,,-0.032,-0.008,7
HR 370,Nu  Phe,BSC,18.7962,-45.5314, 4.96,0.069,0.183,0.669,12
HR 5824,42    Lib,BSC,235.0704,-23.8181, 4.96,0.049,-0.012,-0.013,-22
HR 2812,,BSC,110.5563,-19.0167, 4.96,,-0.008,-0.006,27
HR 7304,43    Sgr,BSC,289.4088,-18.9531, 4.96,0.006,-0.014,-0.012,15
HR 6196,,BSC,250.3933,-17.7422, 4.96,0.047,-0.001,-0.02,-25
HR 4695,16    Vir,BSC,185.0875,3.3125, 4.96,-0.002,-0.065,-0.292,36
HR 6730,95    Her,BSC,270.3767,21.5956, 4.96,0,0.035,0.012,-30
HR 7633,,BSC,298.9808,58.8461, 4.96,0.004,-0.019,-0.009,5
HR 5826,15The UMi,BSC,232.8537,77.3494, 4.96,0.021,0.01,-0.049,-25
HR 2742,,BSC,112.7683,82.4114, 4.96,0.001,-0.042,-0.006,14
HR 4538,,BSC,177.4858,-70.2258, 4.97,0.009,0.001,-0.009,18
HR 1266,Iot Ret,BSC,60.3258,-61.0789, 4.97,0.014,0.092,0.067,61
HR 2087,Xi  Col,BSC,88.8746,-37.1208, 4.97,-0.011,-0.026,0.032,60
HR 5407,52    Hya,BSC,217.0433,-29.4917, 4.97,,-0.023,-0.024,16
HR 5080,,BSC,202.4283,-23.2814, 4.97,,0.016,-0.056,-10
HR 5196,89    Vir,BSC,207.4679,-18.1342, 4.97,0.046,-0.038,-0.1,-40
HR 2902,,BSC,113.4496,-14.5239, 4.97,-0.003,0.004,-0.012,22
HR 3613,18Ome Hya,BSC,136.4933,5.0922, 4.97,0.011,-0.01,-0.018,25
HR 3782,5Xi  Leo,BSC,142.9863,11.2997, 4.97,0.028,-0.082,-0.094,29
HR 1407,75    Tau,BSC,67.11,16.3597, 4.97,,0.028,0.006,18
HR 3067,83Phi Gem,BSC,118.3742,26.7658, 4.97,,-0.031,-0.035,8
HR 7372,2    Cyg,BSC,291.0317,29.6214, 4.97,,0.013,0.013,-21
HR 6815,104    Her,BSC,272.9758,31.4053, 4.97,0.007,0.03,-0.013,0
HR 1123,40    Per,BSC,55.5938,33.965, 4.97,,-0.009,-0.005,20
HR 7736,29    Cyg,BSC,303.6333,36.8064, 4.97,0.036,0.07,0.068,-17
HR 4072,,BSC,156.0329,65.5664, 4.97,0.043,-0.022,-0.008,0
HR 2781,29    CMa,BSC,109.6679,-24.5589, 4.98,,0,-0.006,-11
HR 6801,11    Sgr,BSC,272.9308,-23.7011, 4.98,0.014,-0.019,0.017,4
HR 3431,6    Hya,BSC,130.0063,-12.4753, 4.98,0.023,-0.002,-0.081,-11
HR 8865,95Psi3Aqr,BSC,349.7404,-9.6108, 4.98,0.012,-0.002,0.047,-10
HR 7142,63The2Ser,BSC,284.0608,4.2019, 4.98,0.03,0.026,0.049,-53
HR 5072,70    Vir,BSC,202.1075,13.7789, 4.98,0.043,-0.577,-0.236,5
HR 6337,,BSC,255.7825,14.0919, 4.98,0.005,-0.064,0.023,43
HR 623,14    Ari,BSC,32.3554,25.9397, 4.98,,-0.039,0.075,1
HR 8943,72    Peg,BSC,353.4883,31.3253, 4.98,0.018,-0.016,0.052,-24
HR 5110,,BSC,203.6992,37.1825, 4.98,0.022,-0.009,0.086,7
HR 469,52Chi And,BSC,24.8375,44.3861, 4.98,0.009,0.012,-0.022,7
HR 1034,,BSC,52.0129,49.0628, 4.98,,-0.028,0.024,2
HR 382,34Phi Cas,BSC,20.0204,58.2317, 4.98,-0.003,-0.002,0,-24
HR 6923,39    Dra,BSC,275.9771,58.8006, 4.98,0.035,0.06,-0.039,-15
HR 2215,1    Lyn,BSC,94.4783,61.5153, 4.98,0.006,-0.006,-0.014,11
HR 8904,4    Cas,BSC,351.2096,62.2828, 4.98,0.007,-0.013,0.011,-37
HR 4089,,BSC,155.7421,-66.9017, 4.99,,0.008,-0.024,12
HR 909,Bet Hor,BSC,44.6992,-64.0714, 4.99,,0.001,0.022,24
HR 6058,Gam1Nor,BSC,244.2538,-50.0683, 4.99,-0.001,-0.004,-0.005,-17
HR 3359,,BSC,127.365,-44.725, 4.99,0,-0.003,0.004,22
HR 5943,,BSC,239.8763,-41.7444, 4.99,0.019,-0.018,-0.04,-27
HR 7227,Gam CrA,BSC,286.6046,-37.0633, 4.99,0.054,-0.274,0.096,-52
HR 2549,,BSC,102.7183,-34.3672, 4.99,-0.013,0.006,0.007,30
HR 8433,Ups PsA,BSC,332.1083,-34.0439, 4.99,0.009,-0.049,0.008,20
HR 7659,,BSC,301.0817,-32.0564, 4.99,0.007,-0.015,0.047,-12
HR 7120,35Nu 2Sgr,BSC,283.7796,-22.6714, 4.99,0.042,-0.026,0.103,-110
HR 3229,20    Pup,BSC,123.3333,-15.7883, 4.99,0.03,-0.004,-0.013,17
HR 2648,19    Mon,BSC,105.7283,-4.2392, 4.99,,0.003,-0.003,25
HR 500,,BSC,25.6812,-3.6903, 4.99,0.009,-0.032,-0.007,-34
HR 4294,59    Leo,BSC,165.1867,6.1014, 4.99,0.035,-0.025,-0.048,-12
HR 2828,2Eps CMi,BSC,111.4121,9.2761, 4.99,0.008,-0.011,-0.006,-8
HR 1780,111    Tau,BSC,81.1058,17.3833, 4.99,0.067,-0.009,0.246,37
HR 5971,14Iot CrB,BSC,240.3608,29.8511, 4.99,0.01,-0.009,-0.039,-19
HR 7534,17    Cyg,BSC,296.6067,33.7278, 4.99,0.049,-0.446,0.023,5
HR 1773,21Sig Aur,BSC,81.1633,37.3856, 4.99,0.003,-0.008,0.001,-19
HR 4392,56    UMa,BSC,170.7067,43.4828, 4.99,-0.002,-0.013,-0.038,3
HR 4846,,BSC,191.2825,45.4403, 4.99,0.002,0.015,-0.001,12
HR 2029,30Xi  Aur,BSC,88.7117,55.7069, 4.99,0.012,0.02,-0.013,-12
HR 7309,54    Dra,BSC,288.48,57.705, 4.99,0.025,-0.07,-0.01,-27
HR 2946,24    Lyn,BSC,115.7517,58.7103, 4.99,0.018,-0.051,-0.037,9
HR 548,46Ome Cas,BSC,29,68.6853, 4.99,,-0.011,0.013,-24
HR 9062,Eta Tuc,BSC,359.3967,-64.2983, 5.00,0.036,-0.068,0.086,33
HR 4682,,BSC,184.7487,-55.1431, 5.00,0.01,-0.014,-0.076,-7
HR 5698,Nu 1Lup,BSC,230.5346,-47.9278, 5.00,0.032,-0.137,-0.14,-11
HR 3654,,BSC,137.7683,-44.8681, 5.00,,0.002,-0.001,34
HR 4396,,BSC,170.8029,-36.1647, 5.00,0.025,0,-0.02,-5
HR 1134,Del For,BSC,55.5621,-31.9383, 5.00,,0.014,0.009,26
HR 5969,,BSC,240.8358,-25.8653, 5.00,0.032,-0.038,-0.071,-39
HR 8968,102Ome1Aqr,BSC,354.9463,-14.2217, 5.00,0.016,-0.038,0.057,-2
HR 2593,18Mu  CMa,BSC,104.0275,-14.0436, 5.00,-0.002,0.005,-0.001,19
HR 1770,23    Ori,BSC,80.7083,3.5444, 5.00,,-0.002,-0.004,18
HR 3827,10    Leo,BSC,144.3029,6.8358, 5.00,0.019,0.001,-0.06,20
HR 2717,51    Gem,BSC,108.3429,16.1589, 5.00,0.011,-0.042,0.013,-9
HR 6008,7Kap Her,BSC,242.0188,17.0469, 5.00,0.002,-0.007,-0.032,-11
HR 6452,,BSC,260.0787,18.0572, 5.00,0.006,-0.055,0.009,-46
HR 1656,104    Tau,BSC,76.8625,18.645, 5.00,0.061,0.016,0.537,20
HR 7546,8Zet Sge,BSC,297.2446,19.1422, 5.00,0.01,0.03,0.021,-14
HR 7437,9    Vul,BSC,293.6454,19.7733, 5.00,,0.002,0.008,5
HR 4738,16    Com,BSC,186.7471,26.8256, 5.00,0.024,-0.011,-0.006,2
HR 4668,,BSC,184.1254,33.0614, 5.00,0.022,-0.111,-0.053,-42
HR 6791,,BSC,271.87,43.4617, 5.00,0.012,-0.06,0.002,-16
HR 8154,68    Cyg,BSC,319.6133,43.9458, 5.00,,-0.009,0.006,1
HR 1637,9    Aur,BSC,76.6692,51.5978, 5.00,0.052,-0.173,-0.03,-5
HR 8752,,BSC,345.0212,56.9453, 5.00,0.002,-0.003,0,-58
HR 1205,,BSC,59.2846,61.1089, 5.00,0.015,-0.015,-0.004,-2
HR 6161,15    Dra,BSC,246.9958,68.7681, 5.00,0.014,0.036,-0.025,-7
HR 4181,,BSC,160.7671,69.0761, 5.00,0.005,-0.012,0.002,0
HR 715,Kap Hyi,BSC,35.7179,-73.6458, 5.01,,0.01,-0.083,22
HR 2245,Eta2Dor,BSC,92.8125,-65.5894, 5.01,0.009,0.112,-0.026,35
HR 5141,,BSC,205.4362,-54.56, 5.01,0.003,-0.047,-0.048,10
HR 3819,,BSC,143.5367,-51.2553, 5.01,,0.004,-0.003,35
HR 3407,,BSC,128.6817,-49.9442, 5.01,0.009,0.016,-0.012,4
HR 3079,,BSC,118.0654,-34.7053, 5.01,0.074,0.243,-0.194,27
HR 8326,10The PsA,BSC,326.9342,-30.8983, 5.01,0.006,0.002,-0.032,14
HR 9091,Zet Scl,BSC,0.5829,-29.7203, 5.01,,0.016,0.019,0
HR 3808,,BSC,143.3021,-21.1158, 5.01,0.052,0.015,-0.02,13
HR 2244,,BSC,93.9371,-13.7183, 5.01,,-0.009,0.011,38
HR 1483,,BSC,69.7233,-12.1231, 5.01,0.028,-0.011,-0.053,7
HR 5150,82    Vir,BSC,205.4033,-8.7031, 5.01,0.013,0.04,-0.094,-37
HR 7333,26    Aql,BSC,290.1371,-5.4158, 5.01,0.03,0.048,0.116,-19
HR 5313,,BSC,213.0658,2.4094, 5.01,0.009,-0.026,-0.042,-2
HR 8520,31    Peg,BSC,335.3796,12.2053, 5.01,,0.006,0.009,10
HR 5247,9    Boo,BSC,209.1425,27.4919, 5.01,0.008,-0.048,0.028,-40
HR 2861,65    Gem,BSC,112.4529,27.9161, 5.01,0.018,-0.024,-0.034,36
HR 8008,32    Vul,BSC,313.64,28.0575, 5.01,0.003,-0.002,0,8
HR 8266,74    Cyg,BSC,324.2375,40.4136, 5.01,0.02,0.013,-0.001,7
HR 7215,16    Lyr,BSC,285.36,46.9347, 5.01,0.036,-0.084,0.02,8
HR 8092,Omi Pav,BSC,318.3354,-70.1264, 5.02,0.008,-0.025,0.04,-19
HR 4143,,BSC,158.2371,-47.0033, 5.02,0.01,0.003,-0.019,4
HR 2177,The Col,BSC,91.8817,-37.2531, 5.02,,-0.005,0.002,45
HR 1628,,BSC,75.5408,-26.275, 5.02,0.007,-0.073,0.089,27
HR 6112,5Rho Oph,BSC,246.3967,-23.4472, 5.02,0.013,-0.018,0.002,-10
HR 7614,61    Sgr,BSC,299.4875,-15.4914, 5.02,0.032,-0.101,0.017,3
HR 7040,4    Aql,BSC,281.2079,2.06, 5.02,0.005,-0.018,0.009,-13
HR 4792,24    Com,BSC,188.7825,18.3769, 5.02,0.002,0.023,-0.006,4
HR 1706,14    Aur,BSC,78.8517,32.6878, 5.02,0.007,0.014,-0.024,-10
HR 4728,6    CVn,BSC,186.4621,39.0186, 5.02,0.03,-0.032,-0.078,-4
HR 5763,52Nu 1Boo,BSC,232.7325,40.8331, 5.02,0.02,-0.007,0.011,-10
HR 5774,53Nu 2Boo,BSC,232.9458,40.8994, 5.02,0.02,-0.009,-0.017,-17
HR 2516,58Psi7Aur,BSC,102.6913,41.7814, 5.02,-0.003,-0.136,-0.024,61
HR 2459,55Psi4Aur,BSC,100.7708,44.5244, 5.02,0.019,-0.028,-0.042,-73
HR 6656,30    Dra,BSC,267.2679,50.7811, 5.02,-0.002,0.211,-0.048,-55
HR 5714,11    UMi,BSC,229.2746,71.8239, 5.02,0.015,0.011,0.007,-16
HR 4511,,BSC,175.88,-62.4894, 5.03,0.037,0.003,-0.008,10
HR 1663,Eta2Pic,BSC,76.2417,-49.5778, 5.03,0.009,-0.003,0.071,36
HR 5543,,BSC,223.2129,-37.8033, 5.03,,-0.021,-0.018,6
HR 2770,,BSC,109.2063,-36.5928, 5.03,,-0.002,0.001,9
HR 6316,,BSC,255.4696,-32.1436, 5.03,,-0.051,-0.007,5
HR 7362,47Chi1Sgr,BSC,291.3188,-24.5086, 5.03,0.035,-0.054,0.056,-42
HR 5902,45Lam Lib,BSC,238.3338,-20.1672, 5.03,,-0.023,-0.011,6
HR 1549,60    Eri,BSC,72.5483,-16.2172, 5.03,0.023,0.054,0.041,37
HR 2108,2    Mon,BSC,89.7679,-9.5583, 5.03,0.01,-0.05,0.009,22
HR 8610,63Kap Aqr,BSC,339.4392,-4.2281, 5.03,0.019,-0.12,-0.067,8
HR 7414,36    Aql,BSC,292.6658,-2.7889, 5.03,0.029,-0.01,0.023,-11
HR 6433,,BSC,259.6542,10.8644, 5.03,-0.002,-0.095,0.01,40
HR 1414,79    Tau,BSC,67.2092,13.0475, 5.03,,-0.016,0.105,33
HR 613,12Kap Ari,BSC,31.6413,22.6483, 5.03,,-0.035,0.018,12
HR 2808,57    Gem,BSC,110.8688,25.0506, 5.03,0.022,-0.023,-0.069,6
HR 675,10    Tri,BSC,34.7375,28.6425, 5.03,,-0.006,0.011,3
HR 4258,46    UMa,BSC,163.935,33.5069, 5.03,,-0.027,-0.109,-22
HR 1740,19    Aur,BSC,80.0038,33.9581, 5.03,,0.002,0.001,-5
HR 324,41    And,BSC,17.0037,43.9419, 5.03,0.031,-0.07,0.165,9
HR 27,22    And,BSC,2.5804,46.0722, 5.03,-0.002,0,0.008,-5
HR 989,31    Per,BSC,49.7817,50.095, 5.03,,-0.025,0.023,3
HR 969,,BSC,49.0508,50.9378, 5.03,0.01,-0.016,-0.007,2
HR 7576,20    Cyg,BSC,297.6571,52.9881, 5.03,0.014,-0.068,-0.008,-20
HR 1204,,BSC,59.3563,63.0722, 5.03,,0.005,0.01,5
HR 6850,36    Dra,BSC,273.4742,64.3972, 5.03,0.047,0.035,0.349,-35
HR 8400,16    Cep,BSC,329.8125,73.18, 5.03,0.033,-0.161,-0.068,-21
HR 4605,Kap Cha,BSC,181.1938,-76.5192, 5.04,0.003,0.048,-0.082,-2
HR 520,,BSC,26.5263,-53.5219, 5.04,0.023,0.056,0.127,10
HR 4449,,BSC,173.2254,-31.0872, 5.04,0.019,0.006,-0.03,19
HR 2140,,BSC,90.8146,-26.2844, 5.04,,0.092,0.056,182
HR 4981,53    Vir,BSC,198.0146,-16.1986, 5.04,0.04,-0.286,0.098,-14
HR 3015,4    Pup,BSC,116.4871,-14.5639, 5.04,0.031,0.006,-0.012,-2
HR 9004,19    Psc,BSC,356.5979,3.4867, 5.04,-0.004,-0.025,-0.03,11
HR 2241,74    Ori,BSC,94.1108,12.2722, 5.04,0.041,0.186,0.082,9
HR 7894,28    Vul,BSC,309.6329,24.1161, 5.04,,-0.002,0.01,-22
HR 6270,51    Her,BSC,252.9388,24.6564, 5.04,0.01,0.006,0.011,-16
HR 8343,14    Peg,BSC,327.4612,30.1742, 5.04,0.006,-0.027,0.019,-23
HR 6775,99    Her,BSC,271.7563,30.5619, 5.04,0.06,0.071,-0.094,1
HR 6146,30    Her,BSC,247.1604,41.8817, 5.04,0.018,-0.009,0.03,3
HR 7984,56    Cyg,BSC,312.5204,44.0594, 5.04,0.025,0.133,0.126,-21
HR 590,4    Per,BSC,30.5754,54.4875, 5.04,,-0.002,0.035,-2
HR 7049,46    Dra,BSC,280.6579,55.5394, 5.04,0.011,0.024,-0.002,-30
HR 8469,22Lam Cep,BSC,332.8779,59.4144, 5.04,0.006,-0.011,0.003,-74
HR 9013,,BSC,356.9783,67.8069, 5.04,0.015,-0.001,0.014,10
HR 6701,35    Dra,BSC,267.3625,76.9628, 5.04,0.032,0.248,0.037,-23
HR 5042,Iot1Mus,BSC,201.2796,-74.8878, 5.05,0.016,-0.13,-0.115,28
HR 2196,,BSC,91.7642,-62.1547, 5.05,0.013,-0.072,0.018,22
HR 7329,Eta Tel,BSC,290.7129,-54.4236, 5.05,0.02,-0.072,0.015,13
HR 7968,Iot Ind,BSC,312.8754,-51.6083, 5.05,0.001,-0.014,0.007,21
HR 3187,,BSC,121.6683,-45.2664, 5.05,-0.011,0,0,25
HR 1503,Bet Cae,BSC,70.5146,-37.1444, 5.05,0.058,0.193,0.049,27
HR 3430,,BSC,129.7833,-22.6619, 5.05,0.063,0.436,-0.235,43
HR 3909,8Gam Sex,BSC,148.1267,-8.105, 5.05,0.013,-0.04,-0.055,12
HR 2205,,BSC,92.9658,-6.5503, 5.05,,-0.005,-0.005,29
HR 8878,7    Psc,BSC,350.0858,5.3814, 5.05,0.002,-0.062,0.082,38
HR 7896,7Kap Del,BSC,309.7825,10.0861, 5.05,0.026,0.023,0.321,-52
HR 2938,74    Gem,BSC,114.8692,17.6747, 5.05,0.009,0.004,0.005,28
HR 2857,64    Gem,BSC,112.335,28.1181, 5.05,0.008,-0.056,-0.041,35
HR 4277,47    UMa,BSC,164.8667,40.4303, 5.05,0.072,0.057,-0.317,13
HR 6891,,BSC,275.3863,49.1217, 5.05,0,0.053,-0.02,14
HR 2751,,BSC,109.6329,49.465, 5.05,0.008,0.014,-0.004,-12
HR 7660,26    Cyg,BSC,300.34,50.1047, 5.05,0.014,0.004,0.019,1
HR 1467,3    Cam,BSC,69.9779,53.0797, 5.05,-0.008,-0.013,-0.002,-41
HR 6566,27    Dra,BSC,262.9912,68.135, 5.05,0.02,0.134,-0.012,-73
HR 1686,,BSC,80.6396,79.2311, 5.05,0.054,0.161,-0.082,-10
HR 5336,Eps Aps,BSC,215.5946,-80.1089, 5.06,,-0.009,-0.025,5
HR 2221,Nu  Dor,BSC,92.1842,-68.8433, 5.06,,0.018,-0.052,18
HR 5071,,BSC,202.355,-51.1653, 5.06,0.011,-0.017,-0.002,-2
HR 2998,,BSC,115.7383,-45.1733, 5.06,,-0.558,-0.066,28
HR 2619,,BSC,104.6046,-34.1117, 5.06,,0.005,-0.006,19
HR 1771,,BSC,80.4425,-24.7731, 5.06,0.004,-0.013,-0.024,5
HR 7489,55    Sgr,BSC,295.6296,-16.1239, 5.06,0.04,-0.009,0.068,-27
HR 3849,38Kap Hya,BSC,145.0767,-14.3322, 5.06,,-0.02,-0.027,18
HR 8850,92Chi Aqr,BSC,349.2121,-7.7267, 5.06,0.009,-0.015,-0.016,-15
HR 2344,10    Mon,BSC,96.99,-4.7622, 5.06,,-0.001,-0.005,25
HR 962,94    Cet,BSC,48.1933,-1.1961, 5.06,0.057,-0.067,0.196,18
HR 5694,5    Ser,BSC,229.8283,1.7653, 5.06,0.037,-0.514,0.374,54
HR 8991,77    Peg,BSC,355.8433,10.3314, 5.06,0.01,0.007,0.008,-34
HR 103,47    Psc,BSC,7.0121,17.8931, 5.06,0.016,0.021,0.117,6
HR 6765,98    Her,BSC,271.5079,22.2189, 5.06,0.014,-0.008,-0.01,-20
HR 7051,4Eps1Lyr,BSC,281.085,39.67, 5.06,0.021,0.059,0.017,-31
HR 7495,,BSC,295.2092,45.525, 5.06,0.021,0.127,0.086,-20
HR 1242,,BSC,61.1133,59.1556, 5.06,,0.001,-0.002,-20
HR 236,Lam Hyi,BSC,12.1475,-74.9233, 5.07,0.025,-0.033,0.13,-9
HR 3280,,BSC,124.5788,-65.6133, 5.07,0.013,0.02,0.027,0
HR 5316,,BSC,213.7375,-57.0858, 5.07,,-0.009,-0.039,7
HR 6938,Del2Tel,BSC,278.0083,-45.7572, 5.07,,-0.008,0.004,8
HR 1443,Del Cae,BSC,67.7087,-44.9539, 5.07,,-0.008,0.007,14
HR 1723,,BSC,78.8512,-26.9433, 5.07,,-0.018,0.01,29
HR 6402,36    Oph,BSC,258.8367,-26.6014, 5.07,0.188,-1.133,-0.491,-1
HR 5977,Xi  Sco,BSC,241.0921,-11.3731, 5.07,0.048,-0.029,-0.06,-29
HR 2508,,BSC,101.9046,-8.9983, 5.07,0.002,0.005,-0.016,24
HR 3779,6    Leo,BSC,142.99,9.7158, 5.07,,-0.013,-0.003,19
HR 1174,30    Tau,BSC,57.0679,11.1433, 5.07,0.011,-0.022,0.028,16
HR 1478,91Sig1Tau,BSC,69.7883,15.7997, 5.07,0.021,-0.072,0.039,19
HR 225,64    Psc,BSC,12.2446,16.9406, 5.07,0.047,-0.204,-0.003,2
HR 7688,17    Vul,BSC,301.7225,23.6144, 5.07,,0.003,0.015,-5
HR 1805,24Phi Aur,BSC,81.9121,34.4758, 5.07,0.009,-0.047,-0.003,31
HR 5834,7Zet2CrB,BSC,234.8446,36.6358, 5.07,0.015,-0.006,-0.013,-24
HR 1523,,BSC,75.0863,81.1939, 5.07,0.02,0.024,-0.001,-8
HR 2609,,BSC,115.1271,87.02, 5.07,0.003,-0.028,-0.045,-25
HR 4164,,BSC,159.0846,-59.5647, 5.08,0.038,-0.053,-0.059,-13
HR 3976,,BSC,151.5471,-47.37, 5.08,0.017,-0.057,0.011,21
HR 3898,,BSC,147.4879,-45.7328, 5.08,,0.004,-0.026,12
HR 6371,,BSC,257.6762,-44.5575, 5.08,0.017,-0.056,-0.033,-7
HR 4423,,BSC,172.1463,-42.6742, 5.08,0.007,0.008,-0.04,3
HR 3035,,BSC,116.8542,-38.5111, 5.08,-0.004,0,-0.006,12
HR 3240,,BSC,123.4933,-36.3225, 5.08,,-0.002,0.01,18
HR 5312,50    Hya,BSC,213.1917,-27.2611, 5.08,0.048,-0.034,-0.012,27
HR 4145,44    Hya,BSC,158.5038,-23.7453, 5.08,0.017,0.021,-0.008,-4
HR 7145,36Xi 1Sgr,BSC,284.3354,-20.6564, 5.08,-0.006,-0.007,-0.001,2
HR 8351,51Mu  Cap,BSC,328.3242,-13.5517, 5.08,0.047,0.013,0.313,-22
HR 8866,94    Aqr,BSC,349.7779,-13.4589, 5.08,0.04,-0.101,0.298,10
HR 1897,43The2Ori,BSC,83.8454,-5.4161, 5.08,-0.001,0.005,0.001,36
HR 1787,27    Ori,BSC,81.1204,-0.8914, 5.08,0.021,0.132,-0.005,20
HR 4146,48    Leo,BSC,158.7,6.9536, 5.08,0.034,0.056,-0.102,5
HR 8893,66    Peg,BSC,350.7692,12.3139, 5.08,-0.001,-0.017,0.027,-4
HR 9036,81Phi Peg,BSC,358.1221,19.1203, 5.08,0.011,-0.036,-0.005,-8
HR 4192,41    LMi,BSC,160.8542,23.1883, 5.08,0.016,0.009,-0.116,19
HR 8356,16    Peg,BSC,328.2658,25.925, 5.08,0.003,-0.002,0.009,-12
