---,StarNameFString,CatalogFString,StarNumberInt,RightAscenstion,Declination,ProperMotionInRightAscension,ProperMotionInDeclination,Parallax,RadialVelocity,OptionalVisualMagnitude
HR4368,74Phi Leo,BSC,0,169.1654,-3.6517,-0.108,-0.036,0.019,-3,4.47
HR1601,10Pi 6Ori,BSC,0,74.6371,1.7142,-0.002,-0.003,0.018,14,4.47
HR2506,18    Mon,BSC,0,101.965,2.4122,-0.018,-0.012,0.017,11,4.47
HR999,,BSC,0,50.085,29.0483,-0.008,-0.016,-0.008,-2,4.47
HR1568,7    Cam,BSC,0,74.3217,53.7522,-0.024,0.007,0,-8,4.47
HR1155,,BSC,0,57.38,65.5261,-0.007,-0.013,0.014,-3,4.47
HR3643,,BSC,0,136.2867,-72.6028,-0.013,-0.005,0.024,22,4.48
HR8540,Del Tuc,BSC,0,336.8333,-64.9664,0.071,0.003,,12,4.48
HR2361,Lam CMa,BSC,0,97.0421,-32.58,-0.018,0.024,0.013,41,4.48
HR4343,11Bet Crt,BSC,0,167.9146,-22.8258,0.003,-0.1,0.051,6,4.48
HR2199,70Xi  Ori,BSC,0,92.985,14.2089,0.003,-0.02,-0.001,24,4.48
HR3974,21    LMi,BSC,0,151.8575,35.2447,0.053,0.004,0.05,-18,4.48
HR7469,13The Cyg,BSC,0,294.1104,50.2211,-0.017,0.257,0.056,-28,4.48
HR3619,15    UMa,BSC,0,137.2179,51.6047,-0.137,-0.03,,0,4.48
HR2238,2    Lyn,BSC,0,94.9058,59.0108,-0.008,0.026,0.035,-4,4.48
HR3498,,BSC,0,131.6771,-56.7697,-0.01,0.008,,27,4.49
HR2740,,BSC,0,108.14,-46.7594,-0.132,0.103,0.048,-1,4.49
HR3084,,BSC,0,118.1612,-38.8631,-0.002,-0.006,0.012,-31,4.49
HR8988,105Ome2Aqr,BSC,0,355.6804,-14.545,0.101,-0.066,0.041,3,4.49
HR5570,16    Lib,BSC,0,224.2958,-4.3464,-0.094,-0.15,0.047,22,4.49
HR3981,15Alp Sex,BSC,0,151.9846,-0.3717,-0.016,-0.013,0.015,7,4.49
HR8123,7Del Equ,BSC,0,318.6204,10.0069,0.049,-0.305,0.058,-15,4.49
HR2478,30    Gem,BSC,0,100.9971,13.2278,-0.003,-0.058,0.007,14,4.49
HR1394,71    Tau,BSC,0,66.5867,15.6183,0.112,-0.023,0.007,38,4.49
HR8485,,BSC,0,333.4696,39.715,0.038,0.013,0.02,-11,4.49
HR9076,Eps Tuc,BSC,0,359.9792,-65.5772,0.048,-0.024,,11,4.5
HR4074,,BSC,0,155.2283,-56.0431,-0.016,0.003,0.008,10,4.5
HR8431,14Mu  PsA,BSC,0,332.0958,-32.9886,0.08,-0.031,0.03,12,4.5
HR2948,,BSC,0,114.7054,-26.8017,-0.017,0.019,0.01,24,4.5
HR3034,Omi Pup,BSC,0,117.0217,-25.9372,-0.009,0.006,,15,4.5
HR8080,24    Cap,BSC,0,316.7821,-25.0058,-0.023,-0.043,0.022,32,4.5
HR6104,4Psi Oph,BSC,0,246.0258,-20.0375,-0.027,-0.047,-0.002,0,4.5
HR8984,18Lam Psc,BSC,0,355.5117,1.78,-0.129,-0.155,0.028,12,4.5
HR2385,13    Mon,BSC,0,98.2258,7.3331,-0.001,-0.006,0.007,12,4.5
HR5185,4Tau Boo,BSC,0,206.8154,17.4567,-0.482,0.041,0.059,-16,4.5
HR4259,54    Leo,BSC,0,163.9033,24.7497,-0.072,-0.012,0.015,5,4.5
HR3799,26    UMa,BSC,0,143.7063,52.0514,-0.065,-0.035,0.025,23,4.5
HR1264,Gam Ret,BSC,0,60.2242,-62.1594,0.002,0.026,,-7,4.51
HR5704,Gam Cir,BSC,0,230.8446,-59.3208,-0.016,-0.038,0.01,-17,4.51
HR2042,Gam Pic,BSC,0,87.4571,-56.1667,0.083,-0.076,0.018,16,4.51
HR7920,Eta Ind,BSC,0,311.0096,-51.9211,0.158,-0.058,0.049,-2,4.51
HR3765,Eps Ant,BSC,0,142.3112,-35.9514,-0.022,0.001,0.005,22,4.51
HR1453,50Ups1Eri,BSC,0,68.3775,-29.7667,-0.102,-0.275,0.028,21,4.51
HR8213,36    Cap,BSC,0,322.1808,-21.8072,0.138,-0.006,0.023,-22,4.51
HR8093,13Nu  Aqr,BSC,0,317.3987,-11.3717,0.095,-0.015,0.017,-12,4.51
HR824,39    Ari,BSC,0,41.9771,29.2472,0.149,-0.123,0.027,-15,4.51
HR352,83Tau Psc,BSC,0,17.915,30.0897,0.072,-0.035,0.023,30,4.51
HR8579,6    Lac,BSC,0,337.6221,43.1233,-0.001,-0.005,,-8,4.51
HR7955,,BSC,0,311.3379,57.5797,-0.064,-0.236,0.046,-31,4.51
HR7685,67Rho Dra,BSC,0,300.7046,67.8736,0.016,0.046,0.017,-9,4.51
HR3856,,BSC,0,144.8375,-61.3281,-0.041,0.021,,20,4.52
HR7604,59    Sgr,BSC,0,299.2367,-27.17,0.008,-0.013,0.014,-16,4.52
HR5359,100Lam Vir,BSC,0,214.7775,-13.3711,-0.015,0.03,0.017,-11,4.52
HR8795,55    Peg,BSC,0,346.7513,9.4094,0.011,-0.014,0.016,-5,4.52
HR5842,21Iot Ser,BSC,0,235.3879,19.6703,-0.057,-0.046,0.011,-17,4.52
HR7744,23    Vul,BSC,0,303.9421,27.8142,-0.036,0.008,0.008,3,4.52
HR68,25Sig And,BSC,0,4.5821,36.7853,-0.063,-0.041,0.023,-8,4.52
HR6485,75Rho Her,BSC,0,260.9208,37.1458,-0.037,0.006,-0.002,-21,4.52
HR1995,29Tau Aur,BSC,0,87.2937,39.1811,-0.025,-0.022,0.007,-20,4.52
HR8830,7    And,BSC,0,348.1375,49.4064,0.092,0.098,0.051,13,4.52
HR707,Iot Cas,BSC,0,37.2667,67.4025,-0.017,0.011,0.023,1,4.52
HR5041,,BSC,0,201.0021,-64.5358,0.029,-0.026,0.002,12,4.53
HR5035,,BSC,0,200.6579,-60.9883,-0.039,-0.014,,6,4.53
HR6783,Eps Tel,BSC,0,272.8075,-45.9544,-0.017,-0.037,0.023,-26,4.53
HR2937,,BSC,0,114.3421,-34.9686,-0.022,0.014,,24,4.53
HR2113,,BSC,0,90.0142,-3.0742,0.012,-0.076,0.022,26,4.53
HR8773,4Bet Psc,BSC,0,345.9692,3.82,0.013,-0.011,,0,4.53
HR4527,93    Leo,BSC,0,176.9962,20.2189,-0.149,-0.003,0.022,0,4.53
HR843,17    Per,BSC,0,42.8783,35.0597,0.009,-0.061,0.004,14,4.53
HR7963,54Lam Cyg,BSC,0,311.8521,36.4908,0.009,-0.005,0.008,-23,4.53
HR226,35Nu  And,BSC,0,12.4533,41.0789,0.023,-0.019,,-24,4.53
HR127,Bet2Tuc,BSC,0,7.89,-62.9658,0.101,-0.056,0.03,10,4.54
HR5781,,BSC,0,233.9717,-44.9586,-0.025,-0.03,0.014,7,4.54
HR5712,Phi2Lup,BSC,0,230.7892,-36.8586,-0.018,-0.023,,2,4.54
HR6616,3    Sgr,BSC,0,266.89,-27.8308,-0.001,-0.009,0.035,-13,4.54
HR2414,5Xi 2CMa,BSC,0,98.7642,-22.9647,0.011,0.016,0.025,26,4.54
HR5652,24Iot1Lib,BSC,0,228.0554,-19.7917,-0.036,-0.039,0.03,-12,4.54
HR6493,,BSC,0,261.6579,-5.0867,-0.092,-0.043,0.032,0,4.54
HR2864,6    CMi,BSC,0,112.4492,12.0067,0,-0.019,0.029,-15,4.54
HR5616,43Psi Boo,BSC,0,226.1113,26.9475,-0.174,-0.006,0.018,-26,4.54
HR1726,16    Aur,BSC,0,79.5446,33.3717,0.045,-0.16,0.014,-28,4.54
HR193,22Omi Cas,BSC,0,11.1812,48.2844,0.019,-0.008,,-17,4.54
HR5329,17Kap2Boo,BSC,0,213.3708,51.7903,0.063,-0.002,0.01,-17,4.54
HR9045,7Rho Cas,BSC,0,358.5958,57.4994,-0.002,-0.002,0.023,-43,4.54
HR1040,,BSC,0,52.4787,58.8786,0.006,-0.002,,-6,4.54
HR575,48    Cas,BSC,0,30.4892,70.9069,-0.067,0.004,0.035,-5,4.54
HR1652,Gam1Cae,BSC,0,76.1017,-35.4833,0.129,-0.051,0.013,-3,4.55
HR6081,19Omi Sco,BSC,0,245.1592,-24.1694,-0.003,-0.023,0.005,-8,4.55
HR9098,2    Cet,BSC,0,0.935,-17.3361,0.026,-0.009,0.007,-5,4.55
HR8923,70    Peg,BSC,0,352.2888,12.7606,0.064,0.027,0.016,-15,4.55
HR5544,37Xi  Boo,BSC,0,222.8471,19.1011,0.137,-0.098,0.156,3,4.55
HR3800,10    LMi,BSC,0,143.5558,36.3975,0.006,-0.022,,-12,4.55
HR8089,63    Cyg,BSC,0,316.6504,47.6483,0.008,0.001,0.008,-26,4.55
HR2527,,BSC,0,105.0167,76.9775,0.071,-0.013,0.023,-26,4.55
HR1247,Del Ret,BSC,0,59.6862,-61.4003,0.011,-0.018,-0.001,-1,4.56
HR5395,Tau1Lup,BSC,0,216.5342,-45.2214,-0.012,-0.013,,-22,4.56
HR5210,3    Cen,BSC,0,207.9567,-32.9944,-0.033,-0.038,0.017,10,4.56
HR3612,,BSC,0,136.6325,38.4522,-0.028,-0.014,0.021,17,4.56
HR3771,24    UMa,BSC,0,143.6204,69.8303,-0.063,0.077,0.042,-27,4.56
HR8317,11    Cep,BSC,0,325.4804,71.3114,0.117,0.099,0.008,-37,4.56
HR4200,,BSC,0,160.8837,-60.5667,-0.032,0.006,0.02,9,4.57
HR4063,,BSC,0,154.9033,-55.0294,-0.014,0.003,-0.008,13,4.57
HR6766,,BSC,0,272.0208,-28.4572,0.027,-0.03,0.023,-5,4.57
HR9016,Del Scl,BSC,0,357.2317,-28.1303,0.105,-0.106,0.039,14,4.57
HR3787,32Tau2Hya,BSC,0,142.9954,-1.185,-0.012,-0.011,0.027,6,4.57
HR1934,47Ome Ori,BSC,0,84.7962,4.1214,0.001,-0.003,,22,4.57
HR6117,24Ome Her,BSC,0,246.3542,14.0333,0.044,-0.059,0.041,-6,4.57
HR8225,2    Peg,BSC,0,322.4871,23.6389,0.024,0.004,0.013,-19,4.57
HR8523,2    Lac,BSC,0,335.2567,46.5367,0.023,0.005,0.04,-10,4.57
HR8541,4    Lac,BSC,0,336.1292,49.4764,-0.007,-0.003,0.003,-26,4.57
HR3912,,BSC,0,147.92,-46.5478,-0.008,-0.001,0.007,11,4.58
HR1106,,BSC,0,54.2738,-40.2747,-0.005,-0.03,0.011,12,4.58
HR7650,62    Sgr,BSC,0,300.6646,-27.7097,0.036,0.017,0.028,10,4.58
HR3628,Kap Pyx,BSC,0,137.0121,-25.8583,0.041,0.008,0.013,-45,4.58
HR7592,13    Vul,BSC,0,298.3654,24.0797,0.027,0.038,0.009,-28,4.58
HR2034,136    Tau,BSC,0,88.3317,27.6122,0.003,-0.012,0.021,-16,4.58
HR6636,31Psi1Dra,BSC,0,265.4846,72.1489,0.025,-0.267,0.054,-10,4.58
HR6537,1Sig Ara,BSC,0,263.915,-46.5056,-0.028,-0.035,-0.014,4,4.59
HR180,Mu  Phe,BSC,0,10.3317,-46.085,-0.014,-0.002,0.004,19,4.59
HR7242,Del CrA,BSC,0,287.0871,-40.4967,0.037,-0.026,0.016,20,4.59
HR1143,,BSC,0,55.7088,-37.3136,-0.088,-0.077,0.028,10,4.59
HR2993,1    Pup,BSC,0,115.885,-28.4111,-0.014,0.025,0.018,33,4.59
HR6028,13    Sco,BSC,0,243.0758,-27.9264,-0.013,-0.025,,10,4.59
HR5904,2    Sco,BSC,0,238.4029,-25.3272,-0.016,-0.025,0.006,-10,4.59
HR1892,42    Ori,BSC,0,83.8467,-4.8383,0.004,0,0.006,30,4.59
HR8558,55Zet1Aqr,BSC,0,337.2071,-0.0203,0.181,0.009,0.022,29,4.59
HR1811,30Psi2Ori,BSC,0,81.7092,3.0956,0.002,-0.004,-0.016,12,4.59
HR7133,113    Her,BSC,0,283.6871,22.645,0,0.001,0.013,-24,4.59
HR7995,31    Vul,BSC,0,313.0321,27.0969,-0.067,-0.065,0.036,1,4.59
HR3894,30Phi UMa,BSC,0,148.0267,54.0644,-0.004,0.021,0.032,-12,4.59
HR7371,58Pi  Dra,BSC,0,290.1671,65.7147,0.012,0.045,0.02,-29,4.59
HR4352,,BSC,0,168.15,-60.3175,-0.007,0.004,0.005,-8,4.6
HR4975,,BSC,0,198.0725,-59.9208,-0.049,-0.024,0.014,12,4.6
HR5724,,BSC,0,231.3342,-38.7336,-0.052,-0.016,0.012,-3,4.6
HR4273,Iot Ant,BSC,0,164.1796,-37.1378,0.077,-0.128,0.025,0,4.6
HR7440,52    Sgr,BSC,0,294.1767,-24.8836,0.069,-0.021,0.002,-19,4.6
HR3970,40Ups2Hya,BSC,0,151.2812,-13.0647,-0.037,0.018,,28,4.6
HR2356,11Bet Mon,BSC,0,97.2042,-7.0328,-0.017,0,0.021,20,4.6
HR3759,31Tau1Hya,BSC,0,142.2871,-2.7689,0.13,-0.015,0.072,10,4.6
HR5502,35Omi Boo,BSC,0,221.3104,16.9644,-0.058,-0.049,0.045,-9,4.6
HR8880,62Tau Peg,BSC,0,350.1592,23.7403,0.033,-0.008,0.037,16,4.6
HR3403,4Pi 2UMa,BSC,0,130.0533,64.3278,-0.06,0.023,0.016,15,4.6
HR5589,,BSC,0,224.3958,65.9325,-0.079,0.032,0.01,7,4.6
HR4325,,BSC,0,166.635,-62.4242,-0.043,0.013,0.055,-2,4.61
HR3131,,BSC,0,119.9667,-18.3992,-0.002,-0.039,0.021,-12,4.61
HR7342,46Ups Sgr,BSC,0,290.4317,-15.955,0.002,-0.006,,9,4.61
HR3,33    Psc,BSC,0,1.3338,-5.7075,-0.009,0.089,0.014,-6,4.61
HR7866,47    Cyg,BSC,0,308.4758,35.2508,0.002,-0.006,0.002,-4,4.61
HR63,24The And,BSC,0,4.2729,38.6817,-0.05,-0.019,0.022,1,4.61
HR1324,,BSC,0,64.5608,50.2956,0.047,-0.054,,20,4.61
HR4897,Lam Cru,BSC,0,193.6633,-59.1467,-0.036,-0.01,,12,4.62
HR4460,,BSC,0,173.6904,-54.2642,-0.056,0.017,,3,4.62
HR3684,,BSC,0,138.9379,-37.4133,0.026,-0.01,0.064,6,4.62
HR2949,,BSC,0,114.7075,-26.8036,-0.029,0.028,0.01,33,4.62
HR5777,37    Lib,BSC,0,233.5446,-10.0644,0.309,-0.234,0.027,48,4.62
HR6567,57Mu  Oph,BSC,0,264.4612,-8.1189,-0.009,-0.017,,-19,4.62
HR1855,36Ups Ori,BSC,0,82.9825,-7.3014,-0.001,-0.005,,17,4.62
HR3459,,BSC,0,130.9183,-7.2336,-0.002,0.003,0.007,31,4.62
HR6710,57Zet Ser,BSC,0,270.1208,-3.6903,0.147,-0.045,0.048,-43,4.62
HR549,111Xi  Psc,BSC,0,28.3888,3.1875,0.022,0.023,0.005,30,4.62
HR7141,63The1Ser,BSC,0,284.055,4.2036,0.049,0.031,0.03,-46,4.62
HR5914,1Chi Her,BSC,0,238.1687,42.4517,0.44,0.632,0.056,-55,4.62
HR5961,Iot1Nor,BSC,0,240.8829,-57.7753,-0.124,-0.085,0.023,-14,4.63
HR3089,,BSC,0,118.2654,-49.6131,0.002,0.016,,8,4.63
HR6129,3Ups Oph,BSC,0,246.9504,-8.3717,-0.087,0.021,0.028,-31,4.63
HR4310,63Chi Leo,BSC,0,166.2542,7.3361,-0.341,-0.047,0.029,5,4.63
HR2135,62Chi2Ori,BSC,0,90.98,20.1383,0.002,-0.006,0.025,17,4.63
HR887,48Eps Ari,BSC,0,44.8029,21.3403,-0.017,-0.005,0.005,-6,4.63
HR888,48Eps Ari,BSC,0,44.8029,21.3403,-0.017,-0.005,0.005,-8,4.63
HR4362,72    Leo,BSC,0,168.8008,23.0956,-0.024,-0.006,0.01,16,4.63
HR5889,10Del CrB,BSC,0,237.3987,26.0683,-0.076,-0.063,0.014,-19,4.63
HR947,28Ome Per,BSC,0,47.8225,39.6117,-0.023,0.005,0.023,7,4.63
HR8613,9    Lac,BSC,0,339.3433,51.5453,-0.054,-0.101,0.022,12,4.63
HR265,28Ups2Cas,BSC,0,14.1658,59.1811,-0.092,-0.046,0.051,-47,4.63
HR1148,Gam Cam,BSC,0,57.5896,71.3322,0.017,-0.042,0.012,-1,4.63
HR6916,Nu  Pav,BSC,0,277.8433,-62.2783,-0.003,-0.045,,59,4.64
HR5825,,BSC,0,235.2971,-44.6611,-0.177,-0.262,0.06,-5,4.64
HR6951,The CrA,BSC,0,278.3758,-42.3125,0.031,-0.022,-0.001,-2,4.64
HR4817,,BSC,0,189.9688,-39.9875,-0.047,-0.03,,15,4.64
HR2922,,BSC,0,113.845,-28.3694,-0.074,-0.019,,3,4.64
HR2766,,BSC,0,109.1458,-27.8811,-0.01,0.043,0.012,42,4.64
HR5885,1    Sco,BSC,0,237.7446,-25.7514,-0.018,-0.024,,3,4.64
HR6712,66    Oph,BSC,0,270.0658,4.3686,0.003,-0.013,,-13,4.64
HR6770,71    Oph,BSC,0,271.8267,8.7339,0.011,0.032,0.021,-3,4.64
HR1620,102Iot Tau,BSC,0,75.7738,21.59,0.066,-0.042,0.019,41,4.64
HR7653,15    Vul,BSC,0,300.2754,27.7536,0.059,0.005,0.03,-21,4.64
HR2818,21    Lyn,BSC,0,111.6783,49.2114,-0.013,-0.05,0.012,27,4.64
HR2102,,BSC,0,88.5254,-63.09,0.138,0.537,0.048,25,4.65
HR4848,,BSC,0,191.5946,-56.4889,-0.036,-0.013,,17,4.65
HR5172,,BSC,0,206.6638,-51.4328,0.006,-0.033,0.018,-6,4.65
HR5962,Eta Nor,BSC,0,240.8038,-49.2297,0.043,0.01,0.022,0,4.65
HR2881,,BSC,0,112.6771,-30.9622,-0.021,0,0.023,14,4.65
HR6842,,BSC,0,274.5133,-27.0425,0.008,0.005,0.033,-17,4.65
HR1213,33Tau8Eri,BSC,0,58.4275,-24.6125,0.023,-0.016,,23,4.65
HR6243,20    Oph,BSC,0,252.4583,-10.7831,0.096,-0.093,0.016,-1,4.65
HR1570,7Pi 1Ori,BSC,0,73.7242,10.1508,0.046,-0.132,,13,4.65
HR2564,38    Gem,BSC,0,103.6612,13.1778,0.078,-0.083,0.043,24,4.65
HR1444,86Rho Tau,BSC,0,68.4621,14.8444,0.103,-0.027,0.026,40,4.65
HR360,85Phi Psc,BSC,0,18.4371,24.5836,0.017,-0.023,0.007,6,4.65
HR6436,69    Her,BSC,0,259.4179,37.2917,-0.034,0.063,0.018,-10,4.65
HR8780,3    And,BSC,0,346.0458,50.0522,0.164,0.168,0.004,-35,4.65
HR5226,10    Dra,BSC,0,207.8579,64.7233,0.001,-0.002,0.014,-11,4.65
HR4177,,BSC,0,159.6879,-59.1831,-0.012,0.001,0.016,11,4.66
HR4110,,BSC,0,156.8517,-57.6389,-0.013,0,-0.012,-1,4.66
HR4831,,BSC,0,190.6475,-48.8131,-0.127,-0.032,0.025,-12,4.66
HR2787,,BSC,0,109.5767,-36.7342,-0.003,0.001,,19,4.66
HR2745,27    CMa,BSC,0,108.5633,-26.3525,-0.009,0.007,,0,4.66
HR1240,36Tau9Eri,BSC,0,59.9813,-24.0164,0.015,0.015,0.015,24,4.66
HR4813,26Chi Vir,BSC,0,189.8117,-7.9956,-0.076,-0.025,0.02,-20,4.66
HR7387,32Nu  Aql,BSC,0,291.6296,0.3386,0,0.001,-0.008,-1,4.66
HR8539,52Pi  Aqr,BSC,0,336.3192,1.3775,0.019,0.001,,4,4.66
HR4589,8Pi  Vir,BSC,0,180.2183,6.6142,0.001,-0.03,0.021,-10,4.66
HR2456,15    Mon,BSC,0,100.2446,9.8956,0.003,-0.006,-0.004,33,4.66
HR351,84Chi Psc,BSC,0,17.8633,21.0347,0.038,-0.011,0.015,16,4.66
HR3449,43Gam Cnc,BSC,0,130.8212,21.4686,-0.106,-0.039,0.016,29,4.66
HR9064,84Psi Peg,BSC,0,359.4396,25.1414,-0.034,-0.033,0.005,-4,4.66
HR801,35    Ari,BSC,0,40.8629,27.7072,0.008,-0.012,,13,4.66
HR5154,83    UMa,BSC,0,205.1846,54.6817,-0.022,-0.009,0.014,-17,4.66
HR7125,47Omi Dra,BSC,0,282.8004,59.3883,0.079,0.027,0.006,-20,4.66
HR5820,3Psi1Lup,BSC,0,234.9417,-34.4119,0.004,-0.015,0.032,-23,4.67
HR8039,Gam Mic,BSC,0,315.3229,-32.2578,-0.002,0.005,0.034,18,4.67
HR2155,18The Lep,BSC,0,91.5387,-14.9353,-0.018,0.014,0.012,32,4.67
HR531,53Chi Cet,BSC,0,27.3962,-10.6864,-0.146,-0.093,0.046,-1,4.67
HR6713,93    Her,BSC,0,270.0142,16.7508,-0.007,-0.01,0.004,-24,4.67
HR1044,34    Per,BSC,0,52.3421,49.5089,0.026,-0.027,0.018,-2,4.67
HR8301,80Pi 1Cyg,BSC,0,325.5237,51.1897,0.006,-0.006,,-8,4.67
HR3624,14Tau UMa,BSC,0,137.7296,63.5136,0.098,-0.056,,-9,4.67
HR6020,Del1Aps,BSC,0,245.0867,-78.6958,-0.014,-0.035,0.02,-12,4.68
HR2590,19Pi  CMa,BSC,0,103.9058,-20.1364,0.047,0.043,0.034,8,4.68
HR8260,39Eps Cap,BSC,0,324.27,-19.4661,0.015,0.003,,-24,4.68
HR6884,Zet Sct,BSC,0,275.9146,-8.9342,0.045,0.046,0.015,-6,4.68
HR3141,28    Mon,BSC,0,120.3054,-1.3925,0.068,-0.073,0.009,27,4.68
HR3834,,BSC,0,144.6138,4.6492,-0.163,-0.051,0.011,45,4.68
HR7871,4Zet Del,BSC,0,308.8271,14.6742,0.046,0.013,0.015,-25,4.68
HR1638,11    Ori,BSC,0,76.1421,15.4042,0.016,-0.034,0.018,17,4.68
HR7462,61Sig Dra,BSC,0,293.09,69.6611,0.6,-1.738,0.177,27,4.68
HR570,Eta2Hyi,BSC,0,28.7337,-67.6472,0.074,0.074,,-16,4.69
HR4842,Iot Cru,BSC,0,191.4079,-60.9811,0.098,-0.063,0.036,7,4.69
HR8387,Eps Ind,BSC,0,330.84,-56.7861,3.961,-2.538,0.285,-40,4.69
HR3574,,BSC,0,134.0808,-52.7236,0,0.007,0.02,22,4.69
HR6742,Gam1Sgr,BSC,0,271.2554,-29.58,0.013,0,,-28,4.69
HR612,Nu  For,BSC,0,31.1225,-29.2969,0.012,0.008,,19,4.69
HR3733,Lam Pyx,BSC,0,140.8013,-28.8339,-0.123,0.019,0.038,10,4.69
HR8817,89    Aqr,BSC,0,347.4783,-22.4575,0.026,-0.009,0.04,-5,4.69
HR3749,,BSC,0,141.8267,-22.3439,0.18,-0.161,0.03,29,4.69
HR8649,66    Aqr,BSC,0,340.8971,-18.8303,-0.027,-0.028,0.013,22,4.69
HR8264,23Xi  Aqr,BSC,0,324.4379,-7.8542,0.116,-0.025,0.012,-21,4.69
HR5095,74    Vir,BSC,0,202.9913,-6.2558,-0.104,-0.045,0.02,18,4.69
HR8402,31Omi Aqr,BSC,0,330.8287,-2.1553,0.028,-0.012,,12,4.69
HR8097,5Gam Equ,BSC,0,317.5854,10.1317,0.057,-0.153,0.028,-17,4.69
HR1396,73Pi  Tau,BSC,0,66.6517,14.7136,-0.002,-0.033,0.014,32,4.69
HR1479,92Sig2Tau,BSC,0,69.8187,15.9181,0.083,-0.018,0.02,36,4.69
HR7478,12Phi Cyg,BSC,0,294.8442,30.1533,0.004,0.037,0.007,6,4.69
HR4494,Omi Hya,BSC,0,175.0533,-34.7447,-0.042,0,,6,4.7
HR7597,58Ome Sgr,BSC,0,298.96,-26.2994,0.207,0.083,0.062,-21,4.7
HR2944,,BSC,0,114.575,-25.3647,-0.007,-0.007,,41,4.7
HR6930,Gam Sct,BSC,0,277.2996,-14.5658,0.003,-0.002,0.025,-41,4.7
HR4468,21The Crt,BSC,0,174.1704,-9.8022,-0.061,0.008,,1,4.7
HR3950,29Pi  Leo,BSC,0,150.0533,8.0442,-0.03,-0.023,0.017,23,4.7
HR896,91Lam Cet,BSC,0,44.9287,8.9075,0.004,-0.014,,10,4.7
HR879,22Pi  Per,BSC,0,44.6904,39.6628,0.024,-0.043,0.009,14,4.7
HR5112,24    CVn,BSC,0,203.6138,49.0161,-0.127,0.03,0.034,-18,4.7
HR3642,,BSC,0,136.4096,-70.5389,-0.008,-0.005,,19,4.71
HR5241,,BSC,0,209.4121,-63.6867,-0.044,-0.03,0.033,22,4.71
HR4940,,BSC,0,196.5696,-48.4636,-0.03,-0.023,,6,4.71
HR3046,,BSC,0,117.0846,-47.0778,-0.088,-0.078,0.006,-1,4.71
HR8949,Iot Phe,BSC,0,353.7692,-42.615,0.046,-0.001,0.005,19,4.71
HR8135,Eps Mic,BSC,0,319.4846,-32.1725,0.058,-0.026,0.033,-1,4.71
HR1762,,BSC,0,80.1121,-21.2394,0.005,0,0.002,30,4.71
HR8939,101    Aqr,BSC,0,353.3192,-20.9144,-0.007,0.013,0,15,4.71
HR1834,31    Ori,BSC,0,82.4333,-1.0922,0.004,-0.023,0.006,8,4.71
HR7595,59Xi  Aql,BSC,0,298.5621,8.4614,0.101,-0.081,0.023,-42,4.71
HR4166,37    LMi,BSC,0,159.68,31.9761,0,0.008,0.021,-7,4.71
HR1729,15Lam Aur,BSC,0,79.7854,40.0992,0.519,-0.664,0.066,66,4.71
HR1306,52    Per,BSC,0,63.7221,40.4836,0.008,-0.026,0.004,-2,4.71
HR4248,45Ome UMa,BSC,0,163.4946,43.19,0.045,-0.021,0.014,-17,4.71
HR699,65    And,BSC,0,36.4058,50.2786,0.027,-0.01,0.011,-5,4.71
HR442,39Chi Cas,BSC,0,23.4829,59.2319,-0.037,-0.021,0.021,6,4.71
HR8748,,BSC,0,343.6033,84.3461,0.092,0.026,0.001,3,4.71
HR4530,Mu  Mus,BSC,0,177.0596,-66.8147,0.013,-0.015,0.013,37,4.72
HR4603,The2Cru,BSC,0,181.08,-63.1656,-0.02,0.008,,16,4.72
HR1083,Kap Ret,BSC,0,52.3446,-62.9375,0.383,0.372,0.06,12,4.72
HR1674,Zet Dor,BSC,0,76.3775,-57.4728,-0.03,0.115,0.085,-2,4.72
HR5605,Pi  Lup,BSC,0,226.28,-47.0511,-0.02,-0.019,0.009,5,4.72
HR5980,Del Nor,BSC,0,241.6225,-45.1733,0.002,0.028,0.035,-16,4.72
HR3718,The Pyx,BSC,0,140.3733,-25.9656,-0.011,-0.008,0.01,20,4.72
HR3211,19    Pup,BSC,0,122.8179,-12.9269,-0.025,0.012,0.031,36,4.72
HR7020,Del Sct,BSC,0,280.5683,-9.0525,0.009,0.002,0.025,-45,4.72
HR6262,Zet1Sco,BSC,0,253.4987,-42.3622,0.004,-0.004,,-26,4.73
HR1190,,BSC,0,57.1496,-37.6206,0.079,-0.025,0.024,16,4.73
HR5221,4    Cen,BSC,0,208.3021,-31.9278,-0.015,-0.012,,5,4.73
HR8288,43Kap Cap,BSC,0,325.6646,-18.8664,0.147,-0.006,0.028,-3,4.73
HR4514,27Zet Crt,BSC,0,176.1908,-18.3508,0.031,-0.03,0.03,-5,4.73
HR7990,6Mu  Aqr,BSC,0,313.1633,-8.9833,0.044,-0.03,0.019,-9,4.73
HR1070,17    Eri,BSC,0,52.6546,-5.0753,0.014,0.007,,15,4.73
HR6415,41    Oph,BSC,0,259.1529,-0.4453,-0.023,-0.066,0.01,-2,4.73
HR1765,22    Ori,BSC,0,80.4404,-0.3825,0,-0.001,,29,4.73
HR8309,78Mu 1Cyg,BSC,0,326.0358,28.7428,0.292,-0.241,0.049,18,4.73
HR5017,20    CVn,BSC,0,199.3854,40.5725,-0.125,0.021,0.019,8,4.73
HR123,14Lam Cas,BSC,0,7.9433,54.5222,0.045,-0.01,0.03,-12,4.73
